FECHA (YYMMDD);HORA (HHMM);Registros validados;
050117;1900;48,5833;
050117;2000;55,6666;
050117;2100;58,1666;
050117;2200;60,25;
050117;2300;61;
050118;0000;63,75;
050118;0100;63,8333;
050118;0200;67,8333;
050118;0300;73;
050118;0400;75,25;
050118;0500;76,25;
050118;0600;75,9164;
050118;0700;69,1664;
050118;0800;59,25;
050118;0900;51,0833;
050118;1000;46,5833;
050118;1100;43,25;
050118;1200;43,5;
050118;1300;;
050118;1400;35,5833;
050118;1500;36,5833;
050118;1600;38,5;
050118;1700;35;
050118;1800;35,3333;
050118;1900;41,25;
050118;2000;50,3333;
050118;2100;52,5833;
050118;2200;51,1666;
050118;2300;55,4166;
050119;0000;61,6666;
050119;0100;64,6664;
050119;0200;68,5833;
050119;0300;73,1664;
050119;0400;73,4164;
050119;0500;76,5;
050119;0600;69,1664;
050119;0700;56,5;
050119;0800;50,4166;
050119;0900;42,3333;
050119;1000;36,0833;
050119;1100;32,4166;
050119;1200;31,75;
050119;1300;28,5;
050119;1400;29,0833;
050119;1500;27,1667;
050119;1600;26,0833;
050119;1700;26,75;
050119;1800;26,8333;
050119;1900;33,25;
050119;2000;42;
050119;2100;43,8333;
050119;2200;47,25;
050119;2300;45,5833;
050120;0000;49,3333;
050120;0100;55,9166;
050120;0200;59,1666;
050120;0300;63,4166;
050120;0400;66,8333;
050120;0500;66,6664;
050120;0600;65,6664;
050120;0700;54,1666;
050120;0800;46,6666;
050120;0900;41,8333;
050120;1000;39,0833;
050120;1100;37,25;
050120;1200;39;
050120;1300;39,5;
050120;1400;41,6666;
050120;1500;45,1666;
050120;1600;48,0833;
050120;1700;49;
050120;1800;47,6666;
050120;1900;53,3333;
050120;2000;62,3333;
050120;2100;67,25;
050120;2200;70,0833;
050120;2300;75;
050121;0000;79,0833;
050121;0100;82,25;
050121;0200;85;
050121;0300;87,75;
050121;0400;90;
050121;0500;91,9164;
050121;0600;91,6664;
050121;0700;86,25;
050121;0800;80,25;
050121;0900;72,8333;
050121;1000;64,3333;
050121;1100;58;
050121;1200;52,0833;
050121;1300;46,3333;
050121;1400;41,3333;
050121;1500;40,25;
050121;1600;42,3333;
050121;1700;46,1666;
050121;1800;49,8333;
050121;1900;57,5833;
050121;2000;64,0833;
050121;2100;70;
050121;2200;73,6664;
050121;2300;76,25;
050122;0000;78,25;
050122;0100;80;
050122;0200;81,9164;
050122;0300;83,3634;
050122;0400;84,6664;
050122;0500;85,5;
050122;0600;82,25;
050122;0700;70,75;
050122;0800;64,1664;
050122;0900;55,0833;
050122;1000;46,1666;
050122;1100;37,9166;
050122;1200;32,9166;
050122;1300;25,6667;
050122;1400;19,1667;
050122;1500;19,5;
050122;1600;24,1667;
050122;1700;24;
050122;1800;22,75;
050122;1900;29,5833;
050122;2000;38,0833;
050122;2100;40,4166;
050122;2200;42,25;
050122;2300;43,7272;
050123;0000;46,4166;
050123;0100;52,6666;
050123;0200;60,1666;
050123;0300;62,5;
050123;0400;65,9164;
050123;0500;68,0833;
050123;0600;66,9164;
050123;0700;51,3333;
050123;0800;42,0833;
050123;0900;36,4166;
050123;1000;35,4166;
050123;1100;34,1666;
050123;1200;31,5;
050123;1300;30,3333;
050123;1400;29,1667;
050123;1500;28,0833;
050123;1600;29,1667;
050123;1700;28,5833;
050123;1800;30,25;
050123;1900;35,5;
050123;2000;36,1666;
050123;2100;34,75;
050123;2200;34,8333;
050123;2300;34,75;
050124;0000;40,0833;
050124;0100;45,4166;
050124;0200;49,5833;
050124;0300;54,6666;
050124;0400;56,9166;
050124;0500;57,5833;
050124;0600;56,9166;
050124;0700;44,6666;
050124;0800;37,75;
050124;0900;32,0833;
050124;1000;29,4167;
050124;1100;25,4167;
050124;1200;24,5833;
050124;1300;23,75;
050124;1400;21,9167;
050124;1500;22,5833;
050124;1600;22,5833;
050124;1700;24,5833;
050124;1800;24,5833;
050124;1900;29,5;
050124;2000;34,5833;
050124;2100;38,5;
050124;2200;41,5833;
050124;2300;46,3333;
050125;0000;47,4166;
050125;0100;50,3333;
050125;0200;57,9166;
050125;0300;59,75;
050125;0400;60,3333;
050125;0500;65,4164;
050125;0600;60,5833;
050125;0700;47,5833;
050125;0800;40,3333;
050125;0900;35,1666;
050125;1000;31,3333;
050125;1100;30,8333;
050125;1200;28,25;
050125;1300;28,4167;
050125;1400;26,5;
050125;1500;25,6667;
050125;1600;30,8333;
050125;1700;34,75;
050125;1800;38,4166;
050125;1900;39,0833;
050125;2000;39,3333;
050125;2100;43,0833;
050125;2200;43,5833;
050125;2300;46,75;
050126;0000;47,5833;
050126;0100;48,5;
050126;0200;53,5;
050126;0300;63,4166;
050126;0400;67,0833;
050126;0500;71,9164;
050126;0600;74,6664;
050126;0700;71,9164;
050126;0800;66,75;
050126;0900;54,5;
050126;1000;46,0833;
050126;1100;39,8333;
050126;1200;41,1666;
050126;1300;41,1666;
050126;1400;40,4166;
050126;1500;38,9166;
050126;1600;31,9167;
050126;1700;36,3333;
050126;1800;44,6666;
050126;1900;51,0833;
050126;2000;60,1666;
050126;2100;70,25;
050126;2200;76;
050126;2300;80,1664;
050127;0000;85,0833;
050127;0100;87,8333;
050127;0200;;
050127;0300;90,4164;
050127;0400;93,0833;
050127;0500;91,9164;
050127;0600;90,25;
050127;0700;86,1664;
050127;0800;79,75;
050127;0900;69,8333;
050127;1000;60,5833;
050127;1100;50,0833;
050127;1200;43,25;
050127;1300;38,3333;
050127;1400;33;
050127;1500;29,5833;
050127;1600;25,8333;
050127;1700;27,1667;
050127;1800;33,75;
050127;1900;39,8333;
050127;2000;48,4166;
050127;2100;55,0833;
050127;2200;58,0833;
050127;2300;58,6666;
050128;0000;59,0833;
050128;0100;61,3333;
050128;0200;66,4164;
050128;0300;68,5;
050128;0400;71,1664;
050128;0500;74,8333;
050128;0600;71,4164;
050128;0700;59;
050128;0800;51,0833;
050128;0900;43,9166;
050128;1000;37,5833;
050128;1100;34,6666;
050128;1200;30,3333;
050128;1300;28,4167;
050128;1400;26,8333;
050128;1500;25,0833;
050128;1600;26,5833;
050128;1700;28,25;
050128;1800;29,25;
050128;1900;33,1666;
050128;2000;32,8333;
050128;2100;32,3333;
050128;2200;37,4166;
050128;2300;41,9166;
050129;0000;48;
050129;0100;52,8333;
050129;0200;56,5833;
050129;0300;62,9166;
050129;0400;73,0833;
050129;0500;75,4164;
050129;0600;78,0833;
050129;0700;67,0833;
050129;0800;61,6666;
050129;0900;55,5;
050129;1000;54,5;
050129;1100;52,5833;
050129;1200;47,9166;
050129;1300;45,3333;
050129;1400;48,1666;
050129;1500;42,9166;
050129;1600;39,9166;
050129;1700;41,6666;
050129;1800;46,0833;
050129;1900;47,3333;
050129;2000;48,3333;
050129;2100;61,0833;
050129;2200;63,75;
050129;2300;57,5833;
050130;0000;59,25;
050130;0100;58,4166;
050130;0200;61,3333;
050130;0300;64,4164;
050130;0400;65,4545;
050130;0500;66,5833;
050130;0600;67,4164;
050130;0700;65,5833;
050130;0800;58,0833;
050130;0900;49,75;
050130;1000;42,25;
050130;1100;36,25;
050130;1200;26,5833;
050130;1300;20,5833;
050130;1400;23,6667;
050130;1500;22,0833;
050130;1600;21,1667;
050130;1700;29,8333;
050130;1800;36;
050130;1900;43,3333;
050130;2000;47,5833;
050130;2100;47,3333;
050130;2200;50,9166;
050130;2300;53,1666;
050131;0000;56,75;
050131;0100;63,0833;
050131;0200;66,9164;
050131;0300;69,75;
050131;0400;71,8333;
050131;0500;73,1664;
050131;0600;73,5;
050131;0700;59,5;
050131;0800;52,5833;
050131;0900;42,8333;
050131;1000;35,5;
050131;1100;31,8333;
050131;1200;24,5;
050131;1300;24,6667;
050131;1400;23,5833;
050131;1500;23,25;
050131;1600;22,3333;
050131;1700;23,5;
050131;1800;26;
050131;1900;28,6667;
050131;2000;31,3333;
050131;2100;36,25;
050131;2200;39,0833;
050131;2300;41,9166;
050201;0000;49,75;
050201;0100;54,25;
050201;0200;58,1666;
050201;0300;61,1666;
050201;0400;62,3333;
050201;0500;63,4166;
050201;0600;64,4164;
050201;0700;46,5833;
050201;0800;34,5;
050201;0900;27,1667;
050201;1000;24,3333;
050201;1100;19,8333;
050201;1200;15,9167;
050201;1300;17,1667;
050201;1400;17,3333;
050201;1500;18,0833;
050201;1600;20,9167;
050201;1700;20,9091;
050201;1800;21,0833;
050201;1900;20,1;
050201;2000;23,4167;
050201;2100;24,75;
050201;2200;26,8333;
050201;2300;32,75;
050202;0000;38,6666;
050202;0100;41,5;
050202;0200;40,4166;
050202;0300;52,5833;
050202;0400;59,5;
050202;0500;60,8333;
050202;0600;59,6666;
050202;0700;45,8333;
050202;0800;35,6666;
050202;0900;26,1667;
050202;1000;20,5;
050202;1100;20,0833;
050202;1200;19,3333;
050202;1300;20,5;
050202;1400;22,0833;
050202;1500;27,5833;
050202;1600;32,4166;
050202;1700;37,0833;
050202;1800;42,8333;
050202;1900;49,9166;
050202;2000;55,9166;
050202;2100;58,75;
050202;2200;60,25;
050202;2300;61,9166;
050203;0000;64,75;
050203;0100;69,75;
050203;0200;74,6664;
050203;0300;79,3333;
050203;0400;83,5;
050203;0500;85;
050203;0600;84,9164;
050203;0700;75,1664;
050203;0800;66,25;
050203;0900;59,3333;
050203;1000;50,8333;
050203;1100;45,4166;
050203;1200;40,9166;
050203;1300;38,0833;
050203;1400;36,8333;
050203;1500;38,25;
050203;1600;39,8333;
050203;1700;41,4166;
050203;1800;45,1666;
050203;1900;51,25;
050203;2000;58,1666;
050203;2100;61,1666;
050203;2200;64;
050203;2300;66,3333;
050204;0000;68,9164;
050204;0100;71,4164;
050204;0200;74,4164;
050204;0300;77,5;
050204;0400;78,6664;
050204;0500;80,3333;
050204;0600;80,6664;
050204;0700;69,75;
050204;0800;62,3333;
050204;0900;53,1666;
050204;1000;47,6666;
050204;1100;43,3333;
050204;1200;40,8333;
050204;1300;37,1818;
050204;1400;32;
050204;1500;29,25;
050204;1600;28,6667;
050204;1700;33,4166;
050204;1800;37,3333;
050204;1900;44,6666;
050204;2000;53,6666;
050204;2100;57,9166;
050204;2200;61,0833;
050204;2300;62,75;
050205;0000;67,75;
050205;0100;70,0833;
050205;0200;74,0833;
050205;0300;76,4164;
050205;0400;79,25;
050205;0500;77,9164;
050205;0600;81,5833;
050205;0700;76,25;
050205;0800;71,9164;
050205;0900;64,6664;
050205;1000;55,9166;
050205;1100;50,5;
050205;1200;45,6666;
050205;1300;44,6666;
050205;1400;44,6666;
050205;1500;43,0833;
050205;1600;43;
050205;1700;45,0833;
050205;1800;52,5833;
050205;1900;62,9166;
050205;2000;71;
050205;2100;76,5;
050205;2200;80,4164;
050205;2300;82,8333;
050206;0000;83,8333;
050206;0100;84,5833;
050206;0200;85,3333;
050206;0300;86,8333;
050206;0400;88,3333;
050206;0500;90;
050206;0600;;
050206;0700;79,4164;
050206;0800;70,5833;
050206;0900;64,6664;
050206;1000;55,75;
050206;1100;49,0833;
050206;1200;46;
050206;1300;43,1666;
050206;1400;39,0833;
050206;1500;37,0833;
050206;1600;38,0833;
050206;1700;41,5;
050206;1800;47;
050206;1900;53,75;
050206;2000;60;
050206;2100;63,5833;
050206;2200;66,6664;
050206;2300;69,9164;
050207;0000;73,5;
050207;0100;76,6664;
050207;0200;78,0833;
050207;0300;80,3333;
050207;0400;81;
050207;0500;83,25;
050207;0600;84,0833;
050207;0700;70,5;
050207;0800;65,75;
050207;0900;59,5833;
050207;1000;52,1666;
050207;1100;48;
050207;1200;44,1666;
050207;1300;40,75;
050207;1400;37,5;
050207;1500;34,9166;
050207;1600;32,9166;
050207;1700;30;
050207;1800;37,9166;
050207;1900;47,4166;
050207;2000;54,8333;
050207;2100;59,4166;
050207;2200;62,25;
050207;2300;65,4164;
050208;0000;68,6664;
050208;0100;72,0833;
050208;0200;74,1664;
050208;0300;77,4164;
050208;0400;80;
050208;0500;82,4164;
050208;0600;81,6664;
050208;0700;63,9166;
050208;0800;50,5;
050208;0900;44,5833;
050208;1000;36,5;
050208;1100;31,5;
050208;1200;27,0833;
050208;1300;25,0833;
050208;1400;21,3333;
050208;1500;15,1667;
050208;1600;20,1667;
050208;1700;24,9167;
050208;1800;23,75;
050208;1900;28,5;
050208;2000;36,5833;
050208;2100;41,6666;
050208;2200;44,0833;
050208;2300;52,0833;
050209;0000;55,9166;
050209;0100;61,25;
050209;0200;67,5833;
050209;0300;72,9164;
050209;0400;72,25;
050209;0500;69,4164;
050209;0600;68,1664;
050209;0700;55,3333;
050209;0800;45,3333;
050209;0900;38,1666;
050209;1000;32,6666;
050209;1100;27,5833;
050209;1200;23,5;
050209;1300;20,6667;
050209;1400;26,3333;
050209;1500;26,5833;
050209;1600;26,5;
050209;1700;31,9167;
050209;1800;40,6666;
050209;1900;53,5833;
050209;2000;62,1666;
050209;2100;67,3333;
050209;2200;71,0833;
050209;2300;74,25;
050210;0000;79,25;
050210;0100;82,4164;
050210;0200;84;
050210;0300;85,8333;
050210;0400;88,1664;
050210;0500;89,8333;
050210;0600;89,5;
050210;0700;77,5833;
050210;0800;68,1664;
050210;0900;59,6666;
050210;1000;49;
050210;1100;39,9166;
050210;1200;35,5833;
050210;1300;38;
050210;1400;42,6666;
050210;1500;42,9166;
050210;1600;41,25;
050210;1700;42,9166;
050210;1800;48,9166;
050210;1900;59,6666;
050210;2000;66,1664;
050210;2100;71,25;
050210;2200;76,5;
050210;2300;83;
050211;0000;87,1664;
050211;0100;91,0833;
050211;0200;98,5;
050211;0300;;
050211;0400;;
050211;0500;100;
050211;0600;99;
050211;0700;97,3634;
050211;0800;94;
050211;0900;92,5;
050211;1000;87,5833;
050211;1100;80,8333;
050211;1200;80,5833;
050211;1300;74,4164;
050211;1400;69,5833;
050211;1500;67,5833;
050211;1600;67,8333;
050211;1700;68,8333;
050211;1800;72,3333;
050211;1900;79,1664;
050211;2000;85,9164;
050211;2100;90,0833;
050211;2200;91,6664;
050211;2300;93,5;
050212;0000;92,1664;
050212;0100;91;
050212;0200;90,8333;
050212;0300;93,1664;
050212;0400;96,1664;
050212;0500;96,5;
050212;0600;97;
050212;0700;97,3999;
050212;0800;96,75;
050212;0900;94,1664;
050212;1000;86,6664;
050212;1100;83,25;
050212;1200;76,5;
050212;1300;70,4164;
050212;1400;70,3333;
050212;1500;65,1664;
050212;1600;59,4166;
050212;1700;60,5833;
050212;1800;60;
050212;1900;64,5833;
050212;2000;68,6664;
050212;2100;70,1664;
050212;2200;73,6664;
050212;2300;76,0833;
050213;0000;78,75;
050213;0100;82,0833;
050213;0200;84,25;
050213;0300;84,9164;
050213;0400;80,4164;
050213;0500;77,0833;
050213;0600;75,5;
050213;0700;72,1664;
050213;0800;72,5;
050213;0900;69,75;
050213;1000;59,1666;
050213;1100;54,1666;
050213;1200;50,8333;
050213;1300;46,3333;
050213;1400;43,25;
050213;1500;41,5;
050213;1600;42,25;
050213;1700;43,6666;
050213;1800;45,9166;
050213;1900;52,1666;
050213;2000;58,0833;
050213;2100;60,9166;
050213;2200;63,8333;
050213;2300;66,1664;
050214;0000;66,9164;
050214;0100;68,3333;
050214;0200;71,3333;
050214;0300;74,75;
050214;0400;81,1664;
050214;0500;85,6664;
050214;0600;87;
050214;0700;75,4164;
050214;0800;63,3333;
050214;0900;55,0833;
050214;1000;48,0833;
050214;1100;45,1666;
050214;1200;42,8333;
050214;1300;40,4166;
050214;1400;35,9166;
050214;1500;33,75;
050214;1600;34,3333;
050214;1700;38,5833;
050214;1800;44,0833;
050214;1900;50;
050214;2000;53,5833;
050214;2100;55,3333;
050214;2200;57,5833;
050214;2300;59,5833;
050215;0000;62,9166;
050215;0100;66;
050215;0200;68;
050215;0300;70,5;
050215;0400;74,6664;
050215;0500;77,4164;
050215;0600;80,25;
050215;0700;64,8333;
050215;0800;56,8333;
050215;0900;50,0833;
050215;1000;42,5;
050215;1100;39,9166;
050215;1200;36,25;
050215;1300;34,5;
050215;1400;31,4167;
050215;1500;27,6667;
050215;1600;31,3333;
050215;1700;34,5;
050215;1800;40,75;
050215;1900;47,25;
050215;2000;53,8333;
050215;2100;60,9166;
050215;2200;64,25;
050215;2300;66,25;
050216;0000;70;
050216;0100;73,9164;
050216;0200;76,9164;
050216;0300;81;
050216;0400;83,25;
050216;0500;85,0833;
050216;0600;86,5;
050216;0700;75;
050216;0800;63,1666;
050216;0900;53,3333;
050216;1000;45,5833;
050216;1100;39;
050216;1200;37,8333;
050216;1300;36,25;
050216;1400;35,75;
050216;1500;36,3333;
050216;1600;38,25;
050216;1700;41,5833;
050216;1800;49,4166;
050216;1900;60,5;
050216;2000;67,9164;
050216;2100;72,9164;
050216;2200;76,0833;
050216;2300;79,6664;
050217;0000;86,4164;
050217;0100;90,1664;
050217;0200;94,3333;
050217;0300;98,5;
050217;0400;;
050217;0500;;
050217;0600;;
050217;0700;;
050217;0800;92,6664;
050217;0900;88,8333;
050217;1000;78,3333;
050217;1100;70,75;
050217;1200;67,8333;
050217;1300;66,0833;
050217;1400;62,5833;
050217;1500;59,4166;
050217;1600;58,3333;
050217;1700;59,75;
050217;1800;63,3333;
050217;1900;72,8333;
050217;2000;79,4164;
050217;2100;82,0833;
050217;2200;83,75;
050217;2300;86,0833;
050218;0000;87,9164;
050218;0100;89,1664;
050218;0200;90,0833;
050218;0300;91,1664;
050218;0400;93,3333;
050218;0500;95,1664;
050218;0600;94,6664;
050218;0700;88,5833;
050218;0800;78,6664;
050218;0900;70,4164;
050218;1000;59,6666;
050218;1100;50,75;
050218;1200;43,8333;
050218;1300;36,9166;
050218;1400;34,8333;
050218;1500;31,0833;
050218;1600;35,75;
050218;1700;39,0833;
050218;1800;47,8333;
050218;1900;58,8333;
050218;2000;68,25;
050218;2100;73,6664;
050218;2200;75,4164;
050218;2300;78,5;
050219;0000;84,6664;
050219;0100;90,1664;
050219;0200;93,6664;
050219;0300;95,6664;
050219;0400;95,75;
050219;0500;96,75;
050219;0600;96,8333;
050219;0700;87,1664;
050219;0800;81,75;
050219;0900;75;
050219;1000;62;
050219;1100;50,0833;
050219;1200;47,3333;
050219;1300;41,5833;
050219;1400;43,25;
050219;1500;37,9166;
050219;1600;39,0833;
050219;1700;39,9166;
050219;1800;47,0833;
050219;1900;58,75;
050219;2000;63,75;
050219;2100;66,0833;
050219;2200;70,0833;
050219;2300;71,6664;
050220;0000;76,8333;
050220;0100;78,25;
050220;0200;77,1664;
050220;0300;78,0833;
050220;0400;81,6664;
050220;0500;84,75;
050220;0600;83,5833;
050220;0700;78,5833;
050220;0800;72,3333;
050220;0900;63,25;
050220;1000;52;
050220;1100;45,4166;
050220;1200;44,1666;
050220;1300;38,5;
050220;1400;37,25;
050220;1500;39,4166;
050220;1600;40;
050220;1700;41,9166;
050220;1800;48,5;
050220;1900;58,4166;
050220;2000;62,25;
050220;2100;63,5833;
050220;2200;66,5833;
050220;2300;68,5833;
050221;0000;72,8333;
050221;0100;78;
050221;0200;82,75;
050221;0300;84,1664;
050221;0400;85,25;
050221;0500;86,0833;
050221;0600;85,75;
050221;0700;74,1664;
050221;0800;65,0833;
050221;0900;56,1666;
050221;1000;49,1666;
050221;1100;42,8182;
050221;1200;40,4166;
050221;1300;38,0833;
050221;1400;36,8333;
050221;1500;37,25;
050221;1600;37,9166;
050221;1700;39,8333;
050221;1800;40,75;
050221;1900;44,5;
050221;2000;49,9166;
050221;2100;51,75;
050221;2200;54;
050221;2300;56,75;
050222;0000;61,6666;
050222;0100;66,6664;
050222;0200;72,5833;
050222;0300;80,0833;
050222;0400;81,6664;
050222;0500;82,3333;
050222;0600;82,75;
050222;0700;70,5;
050222;0800;53,5833;
050222;0900;49,5833;
050222;1000;40,0833;
050222;1100;33,5;
050222;1200;29,9167;
050222;1300;28,4167;
050222;1400;24;
050222;1500;21,8333;
050222;1600;22,4167;
050222;1700;26,5833;
050222;1800;37,6666;
050222;1900;40,75;
050222;2000;44,4166;
050222;2100;43,8333;
050222;2200;45,6666;
050222;2300;49;
050223;0000;54,8333;
050223;0100;60,5;
050223;0200;65,9164;
050223;0300;70,75;
050223;0400;75,25;
050223;0500;76;
050223;0600;77,6664;
050223;0700;67,4164;
050223;0800;53,25;
050223;0900;46,4166;
050223;1000;38,25;
050223;1100;33,4166;
050223;1200;33,5;
050223;1300;31,5;
050223;1400;28,1667;
050223;1500;26,0833;
050223;1600;27,5833;
050223;1700;33,8333;
050223;1800;35,6666;
050223;1900;40,0833;
050223;2000;43,5;
050223;2100;44;
050223;2200;46,5;
050223;2300;49,4166;
050224;0000;56,0833;
050224;0100;61,6666;
050224;0200;63,9166;
050224;0300;66,9164;
050224;0400;69,5833;
050224;0500;71,8333;
050224;0600;73;
050224;0700;61,3333;
050224;0800;49,25;
050224;0900;43,3333;
050224;1000;38,6666;
050224;1100;34,9166;
050224;1200;32,6666;
050224;1300;33,6666;
050224;1400;34,75;
050224;1500;34,9166;
050224;1600;36,25;
050224;1700;40,0833;
050224;1800;42;
050224;1900;46,3333;
050224;2000;51,6666;
050224;2100;54,1666;
050224;2200;55,5833;
050224;2300;56,25;
050225;0000;58,3333;
050225;0100;63,9166;
050225;0200;68,75;
050225;0300;71,8333;
050225;0400;73,6664;
050225;0500;73,25;
050225;0600;76,75;
050225;0700;71,25;
050225;0800;58,75;
050225;0900;47,5833;
050225;1000;41,9166;
050225;1100;35,4166;
050225;1200;29,6667;
050225;1300;25,9167;
050225;1400;21,25;
050225;1500;16,1667;
050225;1600;16,0833;
050225;1700;17,1667;
050225;1800;17,25;
050225;1900;27;
050225;2000;33,5833;
050225;2100;37,25;
050225;2200;39,4166;
050225;2300;46,5;
050226;0000;50,9166;
050226;0100;54,3333;
050226;0200;57,0833;
050226;0300;58;
050226;0400;60,8333;
050226;0500;58,3333;
050226;0600;55,9166;
050226;0700;50,75;
050226;0800;36,5;
050226;0900;30,5;
050226;1000;29,9167;
050226;1100;29,3333;
050226;1200;27,6667;
050226;1300;30;
050226;1400;30,5;
050226;1500;34,5833;
050226;1600;39,75;
050226;1700;44,8333;
050226;1800;54,9166;
050226;1900;62,8333;
050226;2000;71,4164;
050226;2100;76,5833;
050226;2200;80,8333;
050226;2300;85,4164;
050227;0000;89,8333;
050227;0100;92,1664;
050227;0200;93,75;
050227;0300;92,8888;
050227;0400;90,8333;
050227;0500;;
050227;0600;89;
050227;0700;87,5453;
050227;0800;84,6664;
050227;0900;82,75;
050227;1000;75,75;
050227;1100;67,8333;
050227;1200;67,9164;
050227;1300;64,4164;
050227;1400;62,5;
050227;1500;58,75;
050227;1600;55,1666;
050227;1700;56,5833;
050227;1800;61,0833;
050227;1900;68;
050227;2000;73,5;
050227;2100;77,4164;
050227;2200;81,1664;
050227;2300;84,75;
050228;0000;88,0833;
050228;0100;90,5;
050228;0200;91,4164;
050228;0300;89,75;
050228;0400;89,9164;
050228;0500;89,25;
050228;0600;88,1664;
050228;0700;;
050228;0800;;
050228;0900;83,7272;
050228;1000;82,5833;
050228;1100;83,5;
050228;1200;81,5833;
050228;1300;77,0833;
050228;1400;73,3333;
050228;1500;69,8333;
050228;1600;66,5;
050228;1700;68,25;
050228;1800;72,1664;
050228;1900;75,1664;
050228;2000;80,25;
050228;2100;85,4164;
050228;2200;85,3333;
050228;2300;84,6664;
050301;0000;84,25;
050301;0100;;
050301;0200;;
050301;0300;82,6664;
050301;0400;82,75;
050301;0500;82,4164;
050301;0600;82,3333;
050301;0700;81;
050301;0800;77,9164;
050301;0900;73,8333;
050301;1000;68,5;
050301;1100;64,0833;
050301;1200;60,8333;
050301;1300;57,1666;
050301;1400;53,75;
050301;1500;54,3333;
050301;1600;59,4166;
050301;1700;59,5;
050301;1800;60,4166;
050301;1900;66,75;
050301;2000;71,5;
050301;2100;74,4164;
050301;2200;77,25;
050301;2300;80,3333;
050302;0000;83,4164;
050302;0100;85,1664;
050302;0200;86,6664;
050302;0300;88,8333;
050302;0400;90;
050302;0500;91,5833;
050302;0600;91,6664;
050302;0700;83,5;
050302;0800;72,3333;
050302;0900;64,6664;
050302;1000;55,9166;
050302;1100;46,5833;
050302;1200;39,3333;
050302;1300;36,1666;
050302;1400;32,3333;
050302;1500;29,5;
050302;1600;26,4167;
050302;1700;27,9167;
050302;1800;37;
050302;1900;42,4166;
050302;2000;50;
050302;2100;54,4166;
050302;2200;59,9166;
050302;2300;55,25;
050303;0000;58,9166;
050303;0100;62,75;
050303;0200;68,6664;
050303;0300;74;
050303;0400;67,8333;
050303;0500;71,1664;
050303;0600;71,5;
050303;0700;62,4166;
050303;0800;48,1666;
050303;0900;42,9166;
050303;1000;35,5;
050303;1100;30,75;
050303;1200;25,25;
050303;1300;25,5833;
050303;1400;26,0833;
050303;1500;26,3333;
050303;1600;28,75;
050303;1700;31,0833;
050303;1800;38,3333;
050303;1900;46,3333;
050303;2000;58,6666;
050303;2100;66,5833;
050303;2200;66,8333;
050303;2300;;
050304;0000;70,5833;
050304;0100;74,9164;
050304;0200;77,5833;
050304;0300;81,5833;
050304;0400;82,0833;
050304;0500;81,5;
050304;0600;82,4164;
050304;0700;77,5833;
050304;0800;64,5;
050304;0900;56,75;
050304;1000;51,0833;
050304;1100;47,0833;
050304;1200;43,5833;
050304;1300;43,6666;
050304;1400;39,3333;
050304;1500;38,8333;
050304;1600;40,0833;
050304;1700;41,1666;
050304;1800;43,1666;
050304;1900;53,0833;
050304;2000;58,4166;
050304;2100;61,1666;
050304;2200;63,6666;
050304;2300;67,8333;
050305;0000;70,0833;
050305;0100;68;
050305;0200;68,3999;
050305;0300;68,6664;
050305;0400;67,8333;
050305;0500;70,8333;
050305;0600;71,1664;
050305;0700;63,9166;
050305;0800;56,5833;
050305;0900;52,1666;
050305;1000;47,9166;
050305;1100;43,5;
050305;1200;40,6666;
050305;1300;36,9166;
050305;1400;30,75;
050305;1500;28,0833;
050305;1600;22,1667;
050305;1700;23;
050305;1800;23,5;
050305;1900;27,8333;
050305;2000;27,5833;
050305;2100;28,8333;
050305;2200;31;
050305;2300;29,1667;
050306;0000;33,0833;
050306;0100;40,3333;
050306;0200;49,75;
050306;0300;51,25;
050306;0400;53;
050306;0500;53,5833;
050306;0600;53,6666;
050306;0700;53,5833;
050306;0800;50,4166;
050306;0900;41,5833;
050306;1000;36,6666;
050306;1100;34,6666;
050306;1200;32;
050306;1300;33;
050306;1400;40;
050306;1500;48,1666;
050306;1600;52,5833;
050306;1700;55,6666;
050306;1800;57,9166;
050306;1900;60,5833;
050306;2000;58,6666;
050306;2100;51,5;
050306;2200;53,25;
050306;2300;56,8333;
050307;0000;71,0833;
050307;0100;69,6664;
050307;0200;67,6664;
050307;0300;69,75;
050307;0400;71,4164;
050307;0500;71,8333;
050307;0600;72,8333;
050307;0700;72,5833;
050307;0800;67,75;
050307;0900;69,4164;
050307;1000;72,4164;
050307;1100;69,3333;
050307;1200;68,9164;
050307;1300;68,9164;
050307;1400;64,8333;
050307;1500;59,5;
050307;1600;59,4166;
050307;1700;61,9166;
050307;1800;60,8333;
050307;1900;66,0833;
050307;2000;72,3333;
050307;2100;74;
050307;2200;74,25;
050307;2300;77,5;
050308;0000;81,4164;
050308;0100;82,9164;
050308;0200;85,2726;
050308;0300;87,8333;
050308;0400;88,25;
050308;0500;89,5833;
050308;0600;90,1818;
050308;0700;84,4164;
050308;0800;73,6664;
050308;0900;64,6664;
050308;1000;64,1664;
050308;1100;51,75;
050308;1200;45,5833;
050308;1300;40;
050308;1400;37,25;
050308;1500;37,1666;
050308;1600;;
050308;1700;38,9166;
050308;1800;40,8333;
050308;1900;43,3333;
050308;2000;47,4166;
050308;2100;50,5;
050308;2200;53;
050308;2300;55,9166;
050309;0000;60,5;
050309;0100;65,6664;
050309;0200;68,3333;
050309;0300;72,6664;
050309;0400;77,25;
050309;0500;82,4164;
050309;0600;81,1664;
050309;0700;71;
