FECHA (YYMMDD);HORA (HHMM);Registros validados;
090303;1700;16,0166;
090303;1800;16;
090303;1900;15,8833;
090303;2000;16,05;
090303;2100;15,8667;
090303;2200;15,7833;
090303;2300;15,0833;
090304;0000;15,2583;
090304;0100;15,4;
090304;0200;15,8083;
090304;0300;14,425;
090304;0400;13,3;
090304;0500;14,225;
090304;0600;15,0583;
090304;0700;16,1416;
090304;0800;17,875;
090304;0900;19,4;
090304;1000;21,6083;
090304;1100;23,425;
090304;1200;25,9083;
090304;1300;27,65;
090304;1400;29,175;
090304;1500;29,1166;
090304;1600;29,575;
090304;1700;29,5;
090304;1800;27,9333;
090304;1900;25,0166;
090304;2000;22,9666;
090304;2100;21,3416;
090304;2200;21,075;
090304;2300;19,6166;
090305;0000;18,7416;
090305;0100;17,3167;
090305;0200;16,9417;
090305;0300;16,575;
090305;0400;15,6167;
090305;0500;15,2833;
090305;0600;15,35;
090305;0700;17,825;
090305;0800;21,1667;
090305;0900;23,8833;
090305;1000;26,2583;
090305;1100;28,5;
090305;1200;30,9166;
090305;1300;32,1333;
090305;1400;32,4833;
090305;1500;32,95;
090305;1600;32,9333;
090305;1700;32,3916;
090305;1800;30,9166;
090305;1900;28,2833;
090305;2000;26,6666;
090305;2100;24,5;
090305;2200;22,6083;
090305;2300;21,1583;
090306;0000;20,2333;
090306;0100;19,7166;
090306;0200;18,6917;
090306;0300;17,8333;
090306;0400;17,3916;
090306;0500;16,7916;
090306;0600;16,9083;
090306;0700;19,7166;
090306;0800;23,4916;
090306;0900;25,8083;
090306;1000;28,1666;
090306;1100;30,5916;
090306;1200;31,4083;
090306;1300;32,1833;
090306;1400;32,325;
090306;1500;32,9;
090306;1600;32,4416;
090306;1700;31,45;
090306;1800;29,7083;
090306;1900;27,2333;
090306;2000;25,1166;
090306;2100;23,4666;
090306;2200;21,9916;
090306;2300;21,0083;
090307;0000;19,3833;
090307;0100;18,6583;
090307;0200;17,7;
090307;0300;17,3583;
090307;0400;16,625;
090307;0500;16,4333;
090307;0600;16,1333;
090307;0700;18,0916;
090307;0800;22,9583;
090307;0900;25,0166;
090307;1000;27,2583;
090307;1100;29,3416;
090307;1200;30,5;
090307;1300;31,575;
090307;1400;32,3916;
090307;1500;32,6416;
090307;1600;32,2916;
090307;1700;31,3833;
090307;1800;29,3083;
090307;1900;26,1333;
090307;2000;25,0916;
090307;2100;23,3833;
090307;2200;22,2583;
090307;2300;20,5;
090308;0000;19,9;
090308;0100;19,525;
090308;0200;18,3916;
090308;0300;17,5166;
090308;0400;17,3083;
090308;0500;16,0083;
090308;0600;15,7583;
090308;0700;16,8167;
090308;0800;20,9583;
090308;0900;24,9916;
090308;1000;26,55;
090308;1100;29;
090308;1200;30,0833;
090308;1300;30,125;
090308;1400;31,0416;
090308;1500;31,3333;
090308;1600;31,475;
090308;1700;30,9666;
090308;1800;28,925;
090308;1900;26,3416;
090308;2000;24,4666;
090308;2100;22,8916;
090308;2200;22,0416;
090308;2300;21,175;
090309;0000;20,5583;
090309;0100;19,2416;
090309;0200;18,1666;
090309;0300;17,3583;
090309;0400;17,075;
090309;0500;16,4417;
090309;0600;16,4;
090309;0700;18,7666;
090309;0800;22,5166;
090309;0900;25,45;
090309;1000;28,3;
090309;1100;29,9916;
090309;1200;31,0667;
090309;1300;31,7666;
090309;1400;32,1;
090309;1500;31,125;
090309;1600;30,3;
090309;1700;28,825;
090309;1800;26,6416;
090309;1900;23,5083;
090309;2000;21,3583;
090309;2100;20,1166;
090309;2200;18,8333;
090309;2300;17,7666;
090310;0000;16,4583;
090310;0100;15,8417;
090310;0200;15,575;
090310;0300;15,0917;
090310;0400;14,125;
090310;0500;13,4333;
090310;0600;13,6333;
090310;0700;14,45;
090310;0800;15,6833;
090310;0900;19,3666;
090310;1000;21,525;
090310;1100;22,4;
090310;1200;24,3167;
090310;1300;25,0416;
090310;1400;24,8083;
090310;1500;24,6917;
090310;1600;24,2083;
090310;1700;23,8416;
090310;1800;21,8416;
090310;1900;19,85;
090310;2000;18,625;
090310;2100;17,2583;
090310;2200;16,4166;
090310;2300;15,9917;
090311;0000;15,5333;
090311;0100;15,175;
090311;0200;14,9333;
090311;0300;14,65;
090311;0400;14,4833;
090311;0500;14,075;
090311;0600;14,0166;
090311;0700;15,6333;
090311;0800;17,6416;
090311;0900;19,8;
090311;1000;23,4833;
090311;1100;24,9545;
090311;1200;27,1583;
090311;1300;29,0833;
090311;1400;28,925;
090311;1500;29,0333;
090311;1600;28,8583;
090311;1700;28,0333;
090311;1800;25,2083;
090311;1900;22,6083;
090311;2000;21,5916;
090311;2100;20,6083;
090311;2200;19,9916;
090311;2300;19,075;
090312;0000;18,3416;
090312;0100;17,6917;
090312;0200;17,025;
090312;0300;16,5333;
090312;0400;16,3416;
090312;0500;15,925;
090312;0600;15,9083;
090312;0700;17,875;
090312;0800;21,75;
090312;0900;23,5333;
090312;1000;26,2916;
090312;1100;28,9916;
090312;1200;30,425;
090312;1300;31,5416;
090312;1400;32,1;
090312;1500;31,8;
090312;1600;31,35;
090312;1700;30,3666;
090312;1800;28,6833;
090312;1900;25,6833;
090312;2000;23,4916;
090312;2100;22,3583;
090312;2200;21,5;
090312;2300;20,2833;
090313;0000;19,8;
090313;0100;19,3833;
090313;0200;17,65;
090313;0300;16,8416;
090313;0400;16,4583;
090313;0500;15,9083;
090313;0600;15,675;
090313;0700;17,925;
090313;0800;22,2;
090313;0900;24,8416;
090313;1000;26,8;
090313;1100;28,9583;
090313;1200;30,0833;
090313;1300;30,4833;
090313;1400;31,4833;
090313;1500;31,425;
090313;1600;31,2166;
090313;1700;30,6166;
090313;1800;28,5083;
090313;1900;25,9833;
090313;2000;24,35;
090313;2100;23,5;
090313;2200;21,9583;
090313;2300;20,6833;
090314;0000;20,6083;
090314;0100;19,7083;
090314;0200;18,1917;
090314;0300;17,6833;
090314;0400;17,4666;
090314;0500;17,1833;
090314;0600;16,9833;
090314;0700;19,0416;
090314;0800;22,3083;
090314;0900;23,9583;
090314;1000;25,8583;
090314;1100;28,325;
090314;1200;28,8083;
090314;1300;30,4916;
090314;1400;31,775;
090314;1500;31,8083;
090314;1600;32,0083;
090314;1700;31,575;
090314;1800;29,925;
090314;1900;27,725;
090314;2000;25,85;
090314;2100;24,2166;
090314;2200;22,4167;
090314;2300;20,5916;
090315;0000;19,4166;
090315;0100;18,7833;
090315;0200;17,6333;
090315;0300;17,0333;
090315;0400;16,425;
090315;0500;16,45;
090315;0600;16,2;
090315;0700;17,7833;
090315;0800;22,825;
090315;0900;24,7166;
090315;1000;28,0583;
090315;1100;30,6;
090315;1200;32,4083;
090315;1300;33,8416;
090315;1400;33,8666;
090315;1500;33,5166;
090315;1600;31,6;
090315;1700;29,375;
090315;1800;26,2416;
090315;1900;23,7583;
090315;2000;22,8916;
090315;2100;21,8333;
090315;2200;20,7333;
090315;2300;19,075;
090316;0000;18,3;
090316;0100;16,8916;
090316;0200;15,9583;
090316;0300;14,9583;
090316;0400;14,9833;
090316;0500;14,4833;
090316;0600;13,7083;
090316;0700;15,0833;
090316;0800;18,45;
090316;0900;21,1166;
090316;1000;23,0583;
090316;1100;25,7166;
090316;1200;27,4333;
090316;1300;27,9;
090316;1400;28,05;
090316;1500;28,1833;
090316;1600;28,2833;
090316;1700;27,85;
090316;1800;26,025;
090316;1900;24;
090316;2000;22,4583;
090316;2100;20,6833;
090316;2200;19,4583;
090316;2300;19,5916;
090317;0000;18,3167;
090317;0100;17,3416;
090317;0200;16,9583;
090317;0300;15,925;
090317;0400;14,9083;
090317;0500;14,0333;
090317;0600;13,7333;
090317;0700;15,2083;
090317;0800;19,525;
090317;0900;21,475;
090317;1000;24,0166;
090317;1100;26,9833;
090317;1200;29,6917;
090317;1300;31,6416;
090317;1400;32,1749;
090317;1500;32,1833;
090317;1600;31,6583;
090317;1700;30,2416;
090317;1800;27,7166;
090317;1900;24,8083;
090317;2000;22,7583;
090317;2100;21,3416;
090317;2200;19,8167;
090317;2300;18,5;
090318;0000;17,9166;
090318;0100;16,6416;
090318;0200;16,225;
090318;0300;15,5833;
090318;0400;15,7583;
090318;0500;15,375;
090318;0600;15,3583;
090318;0700;16,275;
090318;0800;20,075;
090318;0900;23,1333;
090318;1000;25,3833;
090318;1100;27,325;
090318;1200;27,9167;
090318;1300;28,8333;
090318;1400;29,375;
090318;1500;28,8916;
090318;1600;27,6166;
090318;1700;26,525;
090318;1800;24,6083;
090318;1900;22,375;
090318;2000;20,75;
090318;2100;19,5667;
090318;2200;18,525;
090318;2300;17,8167;
090319;0000;16,85;
090319;0100;15,8583;
090319;0200;14,9333;
090319;0300;14,525;
090319;0400;14,0583;
090319;0500;13,6583;
090319;0600;13,3333;
090319;0700;13,7666;
090319;0800;14,8667;
090319;0900;17,15;
090319;1000;18,9666;
090319;1100;20,5333;
090319;1200;22,2583;
090319;1300;22,9166;
090319;1400;23,175;
090319;1500;23,9417;
090319;1600;23,3833;
090319;1700;22,5833;
090319;1800;20,2583;
090319;1900;18,6917;
090319;2000;17,8416;
090319;2100;17,1333;
090319;2200;16,4;
090319;2300;15,8416;
090320;0000;15,3917;
090320;0100;14,9833;
090320;0200;14,2917;
090320;0300;13,925;
090320;0400;12,8833;
090320;0500;13,35;
090320;0600;13,525;
090320;0700;14,6167;
090320;0800;18,4166;
090320;0900;20,4417;
090320;1000;22,6917;
090320;1100;25,2166;
090320;1200;26,1917;
090320;1300;27,8916;
090320;1400;28,2583;
090320;1500;28,3666;
090320;1600;28,1416;
090320;1700;27,175;
090320;1800;24,575;
090320;1900;22,3416;
090320;2000;20,8416;
090320;2100;19,6083;
090320;2200;18,4;
090320;2300;17,7833;
090321;0000;17,075;
090321;0100;16,4583;
090321;0200;15,8167;
090321;0300;15,15;
090321;0400;14,7833;
090321;0500;14,3833;
090321;0600;14,2;
090321;0700;15,5166;
090321;0800;20,0667;
090321;0900;22,2083;
090321;1000;23,7833;
090321;1100;26,7416;
090321;1200;28,3833;
090321;1300;29,3;
090321;1400;29,3666;
090321;1500;28,8;
090321;1600;27,575;
090321;1700;26,4333;
090321;1800;24,35;
090321;1900;22,0166;
090321;2000;20,5583;
090321;2100;19,4833;
090321;2200;18,85;
090321;2300;18,2333;
090322;0000;17,5;
090322;0100;16,225;
090322;0200;15,9417;
090322;0300;15,125;
090322;0400;14,5583;
090322;0500;14,6833;
090322;0600;15,0083;
090322;0700;15,4666;
090322;0800;18,5333;
090322;0900;20,425;
090322;1000;23,35;
090322;1100;25,8333;
090322;1200;27,4583;
090322;1300;27,8;
090322;1400;28,5583;
090322;1500;28,8833;
090322;1600;28,7;
090322;1700;27,8416;
090322;1800;25,375;
090322;1900;23,0166;
090322;2000;21,25;
090322;2100;19,7416;
090322;2200;18,5583;
090322;2300;18,4417;
090323;0000;17,1583;
090323;0100;16,575;
090323;0200;15,25;
090323;0300;14,9;
090323;0400;14,4;
090323;0500;14,5;
090323;0600;14,0166;
090323;0700;15,4583;
090323;0800;19,4583;
090323;0900;21,3916;
090323;1000;24,0166;
090323;1100;25,9333;
090323;1200;27,0667;
090323;1300;28,475;
090323;1400;28,9833;
090323;1500;29,025;
090323;1600;28,525;
090323;1700;27,1;
090323;1800;23,75;
090323;1900;21,175;
090323;2000;19,6;
090323;2100;18,6416;
090323;2200;17,3916;
090323;2300;16,4833;
090324;0000;15,8667;
090324;0100;14,4583;
090324;0200;13,525;
090324;0300;13,025;
090324;0400;12,825;
090324;0500;12,1917;
090324;0600;11,7917;
090324;0700;13,6;
090324;0800;17,9417;
090324;0900;20,6;
090324;1000;23,0583;
090324;1100;25,4333;
090324;1200;26,825;
090324;1300;26,6416;
090324;1400;27,2416;
090324;1500;27,2083;
090324;1600;26,5417;
090324;1700;25,35;
090324;1800;23,1333;
090324;1900;20,625;
090324;2000;19,4833;
090324;2100;18,65;
090324;2200;17,8083;
090324;2300;16,8416;
090325;0000;16,3916;
090325;0100;15,4167;
090325;0200;14,3916;
090325;0300;14,1917;
090325;0400;13,4917;
090325;0500;13,1333;
090325;0600;13,0667;
090325;0700;14,8667;
090325;0800;17,5833;
090325;0900;20,625;
090325;1000;23,3333;
090325;1100;25,2083;
090325;1200;26,6333;
090325;1300;27,45;
090325;1400;27,8416;
090325;1500;27,8;
090325;1600;27,75;
090325;1700;27,1;
090325;1800;24,875;
090325;1900;22,55;
090325;2000;21,05;
090325;2100;19,9666;
090325;2200;19,1333;
090325;2300;18,2916;
090326;0000;17,2666;
090326;0100;16,4666;
090326;0200;15,8167;
090326;0300;15,8167;
090326;0400;15,4667;
090326;0500;14,9167;
090326;0600;15,0917;
090326;0700;16,6;
090326;0800;21,6667;
090326;0900;22,5916;
090326;1000;24,525;
090326;1100;26,425;
090326;1200;27,95;
090326;1300;28,7916;
090326;1400;29,0916;
090326;1500;29,1333;
090326;1600;28,1666;
090326;1700;26,425;
090326;1800;23,825;
090326;1900;21,7833;
090326;2000;20,1917;
090326;2100;19,0166;
090326;2200;18,125;
090326;2300;17,3916;
090327;0000;16,525;
090327;0100;16,0416;
090327;0200;15,2333;
090327;0300;14,4333;
090327;0400;14,1;
090327;0500;13,575;
090327;0600;13,275;
090327;0700;14,2833;
090327;0800;17,825;
090327;0900;19,75;
090327;1000;21,5;
090327;1100;25,1166;
090327;1200;26,7333;
090327;1300;27,4333;
090327;1400;28,2083;
090327;1500;27,5667;
090327;1600;26,55;
090327;1700;24,8666;
090327;1800;22,4166;
090327;1900;20,625;
090327;2000;19,4417;
090327;2100;18,2917;
090327;2200;17,6583;
090327;2300;17,05;
090328;0000;16,5833;
090328;0100;15,7417;
090328;0200;15,375;
090328;0300;14,7833;
090328;0400;14,5667;
090328;0500;14,375;
090328;0600;14,0833;
090328;0700;15,075;
090328;0800;18,9833;
090328;0900;21,4417;
090328;1000;23,0416;
090328;1100;25,2833;
090328;1200;27,35;
090328;1300;29,025;
090328;1400;29,85;
090328;1500;30,125;
090328;1600;29,5833;
090328;1700;27,6666;
090328;1800;23,975;
090328;1900;21,3833;
090328;2000;20,2;
090328;2100;19,275;
090328;2200;18,4916;
090328;2300;18,2;
090329;0000;17,2333;
090329;0100;16,9833;
090329;0200;15,8167;
090329;0300;15,0833;
090329;0400;14,2167;
090329;0500;14;
090329;0600;14,2083;
090329;0700;14,8833;
090329;0800;17,825;
090329;0900;20,1583;
090329;1000;22,175;
090329;1100;24,1166;
090329;1200;26,4583;
090329;1300;27,3167;
090329;1400;27,7916;
090329;1500;27,7166;
090329;1600;27,7666;
090329;1700;26,9333;
090329;1800;24,9;
090329;1900;22,7416;
090329;2000;21;
090329;2100;19,8833;
090329;2200;19,2583;
090329;2300;18,5;
090330;0000;17,85;
090330;0100;17,1583;
090330;0200;16,6;
090330;0300;15,9;
090330;0400;15,3417;
090330;0500;14,9;
090330;0600;14,8;
090330;0700;15,9917;
090330;0800;20,1666;
090330;0900;21,5416;
090330;1000;23,5833;
090330;1100;25,2333;
090330;1200;27,5;
090330;1300;29,05;
090330;1400;30,2416;
090330;1500;29,6583;
090330;1600;29,0916;
090330;1700;28,2416;
090330;1800;26,5416;
090330;1900;24,6666;
090330;2000;23,2333;
090330;2100;21,8;
090330;2200;20,8167;
090330;2300;20,2083;
090331;0000;19,2333;
090331;0100;18,0333;
090331;0200;17,1666;
090331;0300;16,55;
090331;0400;15,925;
090331;0500;15,8;
090331;0600;15,3583;
090331;0700;16,7833;
090331;0800;21,0333;
090331;0900;22,9666;
090331;1000;24,5083;
090331;1100;26,8416;
090331;1200;29,325;
090331;1300;30,2916;
090331;1400;30,9833;
090331;1500;31,4666;
090331;1600;31,0416;
090331;1700;30,5333;
090331;1800;27,9166;
090331;1900;25,9166;
090331;2000;23,5667;
090331;2100;22,4583;
090331;2200;21,775;
090331;2300;21,5;
090401;0000;20,05;
090401;0100;19,0166;
090401;0200;17,6;
090401;0300;16,6333;
090401;0400;16,3583;
090401;0500;15,9917;
090401;0600;15,3;
090401;0700;16,25;
090401;0800;18,6833;
090401;0900;20,175;
090401;1000;22,9083;
090401;1100;25,4666;
090401;1200;27,0166;
090401;1300;27,975;
090401;1400;27,675;
090401;1500;27,0833;
090401;1600;26,8083;
090401;1700;25,7166;
090401;1800;22,9916;
090401;1900;20,6;
090401;2000;19,1917;
090401;2100;18,475;
090401;2200;18,2166;
090401;2300;17,2666;
090402;0000;16,2666;
090402;0100;15,4;
090402;0200;15,075;
090402;0300;14,275;
090402;0400;13,525;
090402;0500;13,425;
090402;0600;12,8083;
090402;0700;14,5417;
090402;0800;17,6667;
090402;0900;21,05;
090402;1000;23,4666;
090402;1100;24,3916;
090402;1200;26,325;
090402;1300;27,05;
090402;1400;27,2333;
090402;1500;27,3916;
090402;1600;27,1416;
090402;1700;26,3833;
090402;1800;24,5667;
090402;1900;22,1583;
090402;2000;20,1083;
090402;2100;19,0667;
090402;2200;17,8167;
090402;2300;16,6;
090403;0000;16,1833;
090403;0100;15,35;
090403;0200;14,575;
090403;0300;13,0417;
090403;0400;12,5333;
090403;0500;12,4417;
090403;0600;12,3583;
090403;0700;12,3083;
090403;0800;15,2917;
090403;0900;17,7583;
090403;1000;20,2916;
090403;1100;22,025;
090403;1200;23,0833;
090403;1300;23,3916;
090403;1400;22,1;
090403;1500;21,9;
090403;1600;21,2333;
090403;1700;20,6166;
090403;1800;19,7416;
090403;1900;19,1083;
090403;2000;18,8167;
090403;2100;18,35;
090403;2200;17,9083;
090403;2300;17,4666;
090404;0000;16,775;
090404;0100;15,8167;
090404;0200;14,975;
090404;0300;14,4083;
090404;0400;14,0166;
090404;0500;13,6833;
090404;0600;13,75;
090404;0700;14,225;
090404;0800;15,675;
090404;0900;18,4;
090404;1000;19,8083;
090404;1100;21,2583;
090404;1200;23,5667;
090404;1300;24,9833;
090404;1400;25,825;
090404;1500;26,725;
090404;1600;26,6666;
090404;1700;25,825;
090404;1800;23,1333;
090404;1900;20,6416;
090404;2000;19,2083;
090404;2100;17,825;
090404;2200;17,0833;
090404;2300;16,2583;
090405;0000;15,55;
090405;0100;15,1833;
090405;0200;14,8;
090405;0300;14,3083;
090405;0400;13,2666;
090405;0500;12,8916;
090405;0600;12,575;
090405;0700;13,9083;
090405;0800;18,675;
090405;0900;20,0417;
090405;1000;22,4;
090405;1100;24,3083;
090405;1200;27,0083;
090405;1300;28,175;
090405;1400;28,7;
090405;1500;29,2833;
090405;1600;29,0416;
090405;1700;27,8833;
090405;1800;25,6;
090405;1900;23,5667;
090405;2000;21,9417;
090405;2100;18,7916;
090405;2200;17,8;
090405;2300;17,1917;
090406;0000;16,2166;
090406;0100;15,5583;
090406;0200;15,0417;
090406;0300;14,1333;
090406;0400;13,3583;
090406;0500;12,7333;
090406;0600;13,4417;
090406;0700;13,6333;
090406;0800;18,775;
090406;0900;21,675;
090406;1000;24,475;
090406;1100;26,4833;
090406;1200;27,8;
090406;1300;29,6;
090406;1400;30,55;
090406;1500;30,375;
090406;1600;30,1333;
090406;1700;29,05;
090406;1800;26,6917;
090406;1900;24,8167;
090406;2000;23,575;
090406;2100;21,8;
090406;2200;20,1166;
090406;2300;18,825;
090407;0000;18,175;
090407;0100;17,1333;
090407;0200;16,7083;
090407;0300;16,3583;
090407;0400;16,075;
090407;0500;15,8083;
090407;0600;15,3417;
090407;0700;16,2416;
090407;0800;20,2083;
090407;0900;22,6583;
090407;1000;24,7583;
090407;1100;26,9666;
090407;1200;28,85;
090407;1300;29,6583;
090407;1400;29,975;
090407;1500;29,8167;
090407;1600;29,6833;
090407;1700;28,8;
090407;1800;26,6416;
090407;1900;24,575;
090407;2000;23,5833;
090407;2100;22,8;
090407;2200;20,225;
090407;2300;18,25;
090408;0000;17,475;
090408;0100;17,3;
090408;0200;16,8167;
090408;0300;16,2416;
090408;0400;15,9583;
090408;0500;15,55;
090408;0600;15,3333;
090408;0700;16,55;
090408;0800;20,5333;
090408;0900;22,4333;
090408;1000;24,7333;
090408;1100;26,025;
090408;1200;27,125;
090408;1300;27,8583;
090408;1400;26,425;
090408;1500;25,95;
090408;1600;25,675;
090408;1700;25,2;
090408;1800;22,725;
090408;1900;20,6416;
090408;2000;19,2666;
090408;2100;18,2666;
090408;2200;17,725;
090408;2300;16,7333;
090409;0000;16,075;
090409;0100;15,4417;
090409;0200;14,725;
090409;0300;14,325;
090409;0400;14,0583;
090409;0500;13,6167;
090409;0600;13,65;
090409;0700;13,8167;
090409;0800;17,2583;
090409;0900;20,8416;
090409;1000;22,65;
090409;1100;23,5091;
090409;1200;;
090409;1300;;
090409;1400;;
090409;1500;;
090409;1600;23,8916;
090409;1700;22,275;
090409;1800;20,1166;
090409;1900;18,7;
090409;2000;17,9166;
090409;2100;17,25;
090409;2200;16,125;
090409;2300;15,4;
090410;0000;14,8833;
090410;0100;14,2917;
090410;0200;13,9583;
090410;0300;13,5583;
090410;0400;13,55;
090410;0500;13,3833;
090410;0600;13,4333;
090410;0700;13,625;
090410;0800;16,4583;
090410;0900;18,7083;
090410;1000;21,1416;
090410;1100;23,1583;
090410;1200;23,8083;
090410;1300;24,5833;
090410;1400;24,5;
090410;1500;24,6833;
090410;1600;23,9166;
090410;1700;22,5916;
090410;1800;20,275;
090410;1900;18,875;
090410;2000;17,4417;
090410;2100;16,9166;
090410;2200;15,9417;
090410;2300;15,4667;
090411;0000;14,8916;
090411;0100;14,55;
090411;0200;13,9167;
090411;0300;13,2083;
090411;0400;13,2333;
090411;0500;12,8083;
090411;0600;12,1917;
090411;0700;12,375;
090411;0800;14,8167;
090411;0900;17,55;
090411;1000;20,1583;
090411;1100;22,7666;
090411;1200;23,825;
090411;1300;24,5166;
090411;1400;24,9333;
090411;1500;24,7;
090411;1600;23,9583;
090411;1700;22,25;
090411;1800;19,8333;
090411;1900;17,8916;
090411;2000;16,825;
090411;2100;16;
090411;2200;15,35;
090411;2300;14,5;
090412;0000;13,925;
090412;0100;13,625;
090412;0200;13,2333;
090412;0300;13,1416;
090412;0400;12,6667;
090412;0500;12,3333;
090412;0600;11,85;
090412;0700;12,3583;
090412;0800;14,75;
090412;0900;16,825;
090412;1000;19,45;
090412;1100;21,475;
090412;1200;22,45;
090412;1300;23,8333;
090412;1400;24,2083;
090412;1500;23,8167;
090412;1600;23,7416;
090412;1700;22,775;
090412;1800;20,7333;
090412;1900;18,9833;
090412;2000;17,6583;
090412;2100;16,8;
090412;2200;16,35;
090412;2300;15,5;
090413;0000;14,5083;
090413;0100;13,5833;
090413;0200;12,9167;
090413;0300;12,3416;
090413;0400;12,2417;
090413;0500;12,05;
090413;0600;11,4833;
090413;0700;12,625;
090413;0800;16,45;
090413;0900;18,4166;
090413;1000;20,8167;
090413;1100;23;
090413;1200;25,2333;
090413;1300;26,7916;
090413;1400;28,1333;
090413;1500;27,8833;
090413;1600;27,2416;
090413;1700;26,125;
090413;1800;23,8916;
090413;1900;22,0333;
090413;2000;19,9833;
090413;2100;18,8833;
090413;2200;18,075;
090413;2300;16,9916;
090414;0000;16,4167;
090414;0100;16,0083;
090414;0200;15,8333;
090414;0300;15,425;
090414;0400;14,525;
090414;0500;13,9167;
090414;0600;13,5833;
090414;0700;14,4167;
090414;0800;18,6666;
090414;0900;21,3833;
090414;1000;24,2833;
090414;1100;27,1583;
090414;1200;;
090414;1300;;
090414;1400;;
090414;1500;;
090414;1600;;
090414;1700;;
090414;1800;22,25;
090414;1900;20,575;
090414;2000;19,6833;
090414;2100;18,1333;
090414;2200;16,675;
090414;2300;15,7583;
090415;0000;14,6583;
090415;0100;14,4167;
090415;0200;13,7083;
090415;0300;12,9583;
090415;0400;11,9833;
090415;0500;10,4833;
090415;0600;10,2333;
090415;0700;10,5166;
090415;0800;13,475;
090415;0900;16,7166;
090415;1000;18,45;
090415;1100;20,1917;
090415;1200;22,6083;
090415;1300;25,3167;
090415;1400;26,7166;
090415;1500;27,2166;
090415;1600;27,5166;
090415;1700;26,5916;
090415;1800;23,3167;
090415;1900;20,7666;
090415;2000;18,7583;
090415;2100;16,9;
090415;2200;15,55;
090415;2300;14,4417;
090416;0000;13,7;
090416;0100;13,2417;
090416;0200;12,9167;
090416;0300;12,6416;
090416;0400;12,4333;
090416;0500;12,1167;
090416;0600;11,9583;
090416;0700;12,775;
090416;0800;16,525;
090416;0900;19,5333;
090416;1000;21,5416;
090416;1100;23,6083;
090416;1200;25,0833;
090416;1300;26,325;
090416;1400;26,2;
090416;1500;25,8333;
090416;1600;25,4666;
090416;1700;24,1917;
090416;1800;22,225;
090416;1900;20,1416;
090416;2000;18,8416;
090416;2100;17,325;
090416;2200;16,375;
090416;2300;15,9417;
090417;0000;15,05;
090417;0100;14,0166;
090417;0200;13,35;
090417;0300;12,925;
090417;0400;12,8583;
090417;0500;12,6083;
090417;0600;12,4833;
090417;0700;12,4083;
090417;0800;15,8833;
090417;0900;18,0833;
090417;1000;20,025;
090417;1100;21,975;
090417;1200;23,6583;
090417;1300;24,5333;
090417;1400;24,75;
090417;1500;25,5166;
090417;1600;25,9583;
090417;1700;24,5083;
090417;1800;22,175;
090417;1900;20,3333;
090417;2000;18,0833;
090417;2100;16,7916;
090417;2200;15,8833;
090417;2300;14,9333;
090418;0000;14,4;
090418;0100;14,35;
090418;0200;12,9167;
090418;0300;12,6917;
090418;0400;12,1917;
090418;0500;12,0833;
090418;0600;11,8417;
090418;0700;12,05;
090418;0800;15,7583;
090418;0900;18,7833;
090418;1000;22,0833;
090418;1100;24,2833;
090418;1200;26,0083;
090418;1300;27,3167;
090418;1400;29,0833;
090418;1500;30,5916;
090418;1600;29,525;
090418;1700;27,575;
090418;1800;24,6083;
090418;1900;22,55;
090418;2000;20,1;
090418;2100;19,4666;
090418;2200;16,8167;
090418;2300;15,775;
090419;0000;15,5083;
090419;0100;14,1917;
090419;0200;13,5583;
090419;0300;13,4583;
090419;0400;13,1583;
090419;0500;12,325;
090419;0600;11,5083;
090419;0700;12,2167;
090419;0800;16,45;
090419;0900;19,775;
090419;1000;22,6416;
090419;1100;25,5667;
090419;1200;27,5583;
090419;1300;28,925;
090419;1400;30,4;
090419;1500;30,4166;
090419;1600;30,0417;
090419;1700;28,025;
090419;1800;24,775;
090419;1900;22,5667;
090419;2000;20,85;
090419;2100;19,5166;
090419;2200;18,0667;
090419;2300;17,1666;
090420;0000;16,0416;
090420;0100;15,1167;
090420;0200;14,5917;
090420;0300;14,5;
090420;0400;13,1583;
090420;0500;12,7583;
090420;0600;12,625;
090420;0700;13,3167;
090420;0800;17,3833;
090420;0900;20,2416;
090420;1000;23,1083;
090420;1100;25;
090420;1200;26,9166;
090420;1300;28,0166;
090420;1400;28,4833;
090420;1500;28,8333;
090420;1600;28,5833;
090420;1700;27,0667;
090420;1800;24,225;
090420;1900;22,375;
090420;2000;21,2083;
090420;2100;18,7;
090420;2200;17,6583;
090420;2300;17,5;
090421;0000;16,0417;
090421;0100;15,0916;
090421;0200;14,5917;
090421;0300;14,375;
090421;0400;14;
090421;0500;13,3333;
090421;0600;12,7666;
090421;0700;14,0417;
090421;0800;17,1667;
090421;0900;20,175;
090421;1000;23,3416;
090421;1100;25,4583;
090421;1200;27,2833;
090421;1300;28,5083;
090421;1400;28,4666;
090421;1500;27,6909;
090421;1600;27,6416;
090421;1700;26,5333;
090421;1800;22,725;
090421;1900;21,4333;
090421;2000;20,775;
090421;2100;19,75;
090421;2200;18,375;
090421;2300;17,0416;
090422;0000;16,7166;
090422;0100;15,7;
090422;0200;14,875;
090422;0300;15,075;
090422;0400;13,8916;
090422;0500;13,825;
090422;0600;13,925;
090422;0700;13,6667;
090422;0800;17,7166;
090422;0900;20,3333;
090422;1000;22,7333;
090422;1100;24,225;
090422;1200;25,3916;
090422;1300;26,4916;
090422;1400;27,0416;
090422;1500;26,7917;
090422;1600;25,8167;
090422;1700;24,3833;
